"Company Name,Company Website,Sector Classification,HQ Location,Where will roles be located? (post COVID-19),Link to Job Postings,Open to Part-time or Internships?,Engineering,Design,Operations,Sales and Marketing,""Other (PM, Data Science, Legal, etc)"",Software Engineer,Frontend Engineer,Backend Engineer,Full Stack Engineer,Mobile Developer,QA Engineer,DevOps,Software Architect,Hardware Engineer,Mechanical Engineer,Systems Engineer,UI/UX Designer,User Researcher,Visual Designer,Creative Director,Finance/ Accounting,Human Resources,Office Manager,Talent/Recruiting,Customer Service,Operations Manager,Executive Assistant,Business Development Representative,Sales Development Representative,Account Executive,Business Development Manager,Account Manager,Sales Manager,Marketer,Marketing Manager,Growth,Customer Success,Business Analyst,Data Scientist,Product Manager,Project Manager,Attorney,stage,team_size,min_roles_open,max_roles_open";;
Universe,https://onuniverse.com/,Consumer Technology,Fully Remote (not only during COVID-19),Remote (post COVID-19),-1,-1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,A,-1,6,10;;
walrus.ai,https://walrus.ai,Enterprise Technology,US/California,Role is on-site OR full-time remote.,https://walrus.ai/jobs,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seed,10 ,1,5;;
Wantedly Singapore,Sg.wantedly.com,Enterprise Technology,Singapore,At HQ (as listed above),https://sg.wantedly.com/projects/427944,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Seed,10 ,1,5;;
"Grifin,www.grifin.com,Consumer Technology,US/Florida,""Remote (post COVID-19), At HQ (as listed above)"",""N/A, email bo@grifin.com with resume and a few paragraphs about what you're passionate about."",-1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seed,10 ,1,5";;
Tatch,www.tatch.com,Healthcare,US/New York,At HQ (as listed above),-1,-1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Seed,10 ,6,10;;
Visionairy Health,Visionairyhealth.com,Healthcare,US/Massachusetts,At HQ (as listed above),Visionairyhealth.com/careers,-1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Seed,10 ,1,5;;
Codecademy,codecademy.com,Consumer Technology,US/New York,At HQ (as listed above),https://www.codecademy.com/about/careers,-1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,-1,100 ,11,20;;
Slope.io, Inc.,www.slope.io,Healthcare,Fully Remote (not only during COVID-19),Remote (post COVID-19),-1,-1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Seed,10 ,1,5;;
"Hugging Face,huggingface.co,Enterprise Technology,US/New York,""At HQ (as listed above), At HQ in Paris, France"",https://angel.co/company/hugging-face/jobs,-1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,A,50 ,-1,20";;
"Productiv,www.productiv.com,Enterprise Technology,US/California,""Remote (post COVID-19), At HQ (as listed above)"",https://boards.greenhouse.io/productiv?t=d54a7dd83,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,50 ,11,20";;
"Shakepay,https://shakepay.co,Consumer Technology,Canada,""At HQ (as listed above), Montreal, Canada"",https://angel.co/company/shakepay/jobs,-1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Seed,10 ,6,10";;
"Triplebyte,www.triplebyte.com,Enterprise Technology,Fully Remote (not only during COVID-19),""Remote (post COVID-19), At HQ (as listed above)"",https://triplebyte.com/company/public/triplebyte?ref=jb_covid19,-1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,B,100 ,1,5";;
Koan,koan.co,Consumer Technology,US/Oregon,At HQ (as listed above),https://angel.co/company/koan,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Seed,50 ,1,5;;
"Zumper,www.zumper.com,Consumer Technology,US/California,""Remote (post COVID-19), At HQ (as listed above)"",https://www.zumper.com/jobs,-1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,D,500 ,11,20";;
"Plum,plumhq.com,Healthcare,India,""Remote (post COVID-19), At HQ (as listed above)"",https://angel.co/company/plumhq/jobs,-1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Seed,10 ,1,5";;
Qualio,qualio.com,Enterprise Technology,US/California,At HQ (as listed above),https://apply.workable.com/qualio/j/E5D3F48404/,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Seed,10 ,1,5;;
"Revel,www.hellorevel.com,Consumer Technology,US/California,""Remote (post COVID-19), At HQ (as listed above)"",https://www.notion.so/hellorevel/Careers-at-Revel-a97358b770944985ae74b4830cd3f6eb,-1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seed,10 ,1,5";;
Viaduct, Inc.,www.viaduct.ai,Enterprise Technology,US/California,At HQ (as listed above),https://www.viaduct.ai/careers,-1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A,50 ,6,10;;
Point Digital Finance, Inc.,point.com,Consumer Technology,US/California,At HQ (as listed above),https://point.com/careers,-1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,B,100 ,1,5;;
"Scope AR,http://scopear.com,Enterprise Technology,US/California,""Remote (post COVID-19), At HQ (as listed above)"",https://www.scopear.com/jobs/,-1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,50 ,1,5";;
"NetSpyGlass,https://www.netspyglass.com,Enterprise Technology,US/California,""Remote (post COVID-19), At HQ (as listed above)"",-1,-1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Seed,10 ,1,5";;
Pinterest,careers.pinterest.com,Consumer Technology,US/California,At HQ (as listed above),Multiple roles/geos,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E+,501+ ,-1,20;;
Ntropy Network,https://ntropy.network,Enterprise Technology,Fully Remote (not only during COVID-19),Remote (post COVID-19),https://docs.google.com/document/d/1B0kMa5Gvnq8PIIGNtbk0KDguvRFnGXgJGxjHJUpbpRI/edit?usp=sharing,-1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Seed,10 ,1,5;;
"ChartHop,https://www.charthop.com,Enterprise Technology,US/New York,""Remote (post COVID-19), At HQ (as listed above)"",https://angel.co/company/charthop-inc/jobs,-1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Seed,10 ,6,10";;
Rakuten Viki,www.viki.com,Consumer Technology,Singapore,At HQ (as listed above),talent.rakuten.careers/viki/,-1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,500 ,6,10;;
Apollo Medical Holdings,apollomed.net,Healthcare,US/California,At HQ (as listed above),https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?ccId&cid=7b2269b4-9683-419a-a78d-368bc8581c60,-1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,E+,501+ ,6,10;;
EnergyHub,https://www.energyhub.com/,Enterprise Technology,US/New York,At HQ (as listed above),https://www.energyhub.com/careers,-1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,E+,100 ,6,10;;
"Allcall,allcalltravel.com,Consumer Technology,US/New York,""Remote (post COVID-19), At HQ (as listed above)"",https://angel.co/l/2hhVhr,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-Seed,10 ,1,5";;
PopSQL,https://popsql.com,Enterprise Technology,Fully Remote (not only during COVID-19),Remote (post COVID-19),https://angel.co/company/popsql/jobs,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seed,10 ,1,5;;
OhMD,www.OhMD.com,Healthcare,Fully Remote (not only during COVID-19),Remote (post COVID-19),www.ohmd.com/careers,-1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,A,50 ,11,20;;
"Saga,https://trysaga.com,Consumer Technology,US/California,""Remote (post COVID-19), At HQ (as listed above)"",-1,-1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seed,10 ,1,5";;
Cottage,https://www.cotta.ge/,Consumer Technology,US/California,At HQ (as listed above),-1,-1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Seed,10 ,1,5;;
kea.,https://www.kea.ai/,Consumer Technology,US/California,At HQ (as listed above),https://kea.breezy.hr/,-1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Seed,50 ,1,5;;
SimpliSafe,https://simplisafe.com/,Consumer Technology,US/Massachusetts,At HQ (as listed above),https://boards.greenhouse.io/simplisafe?gh_src=50d7feea1us,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,-1,501+ ,-1,20;;
BrightHire,BrightHire.ai,Enterprise Technology,US/New York,At HQ (as listed above),https://angel.co/company/brighthire/jobs/732135-full-stack-engineer,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seed,10 ,1,5;;
Verkada,https://www.verkada.com/,Enterprise Technology,US/California,-1,https://jobs.lever.co/verkada/,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,500 ,1,5;;
Bolt,https://www.bolt.com/,Enterprise Technology,US/California,-1,https://www.bolt.com/careers,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,500 ,1,5;;
Spire,https://spire.com/,Enterprise Technology,US/California,-1,https://spire.com/careers/jobs/job/?gh_jid=2086975,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,500 ,1,5;;
Full Harvest,https://www.fullharvest.com/,Enterprise Technology,US/California,-1,https://www.fullharvest.com/careers,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,50 ,1,5;;
Shippo,https://goshippo.com/,Enterprise Technology,US/California,-1,https://goshippo.com/jobs/#openjobs,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,100 ,1,5;;
Activision Blizzard Media,https://www.activisionblizzardmedia.com/,Consumer Technology,US/California,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E+,501+ ,1,5;;
Loft Orbital,https://www.loftorbital.com/,Enterprise Technology,US/California,-1,https://jobs.lever.co/loftorbital,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,50 ,1,5;;
Beyond 12,-1,-1,US/California,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,5;;
King,http://king.com/,Consumer Technology,US/California,-1,https://careers.king.com/jobs/?search=&location=San+Francisco&role=,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E+,501+ ,1,5;;
Playbyte,https://www.playbyte.io/,Consumer Technology,US/California,-1,https://www.playbyte.io/front-end-engineer,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seed,10 ,1,5;;
Zyper,https://zyper.com/,Enterprise Technology,US/California,-1,https://jobs.lever.co/zyper/d56def98-06b6-45dd-bc2e-c506094f94d4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,10 ,1,5;;
Ridgeline,https://www.ridgelineapps.com/,Enterprise Technology,US/California,-1,https://boards.greenhouse.io/ridgeline/jobs/4019697003,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,-1,1,5;;
SomnologyMD,https://www.somnologymd.com/,Consumer Technology,US/California,-1,https://www.linkedin.com/posts/somnology_we-are-searching-for-a-professional-proactive-activity-6643580667546386433-ukdc/,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,5;;
Monte Carlo Data,https://towardsdatascience.com/good-pipelines-bad-data-e55d9ba17920,Enterprise Technology,Fully Remote (not only during COVID-19),-1,lgavish@montecarlodata.com,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Seed,10 ,1,5;;
Tandem.chat,https://tandem.chat/,Enterprise Technology,US/California,-1,https://www.notion.so/Tandem-is-Hiring-31790502dbcb46ed95573012604b19a5,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seed,-1,1,5;;
Earnin,https://www.earnin.com/,Consumer Technology,US/California,-1,https://www.earnin.com/careers,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,500 ,1,5;;
Boulevard,https://www.joinblvd.com/,Enterprise Technology,US/California,-1,https://jobs.lever.co/boulevard,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,50 ,1,5;;
Grand Rounds (hiring potentially frozen),https://grandrounds.com/about-us/,Enterprise Technology,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,500 ,1,5;;
brightwheel,https://mybrightwheel.com,Enterprise Technology,US/California,-1,https://jobs.lever.co/brightwheel,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,100 ,1,5;;
Ramp,https://tryramp.com/,Enterprise Technology,US/New York,-1,https://tryramp.com/careers,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,50 ,1,5;;
Thrive Global,https://thriveglobal.com/,Consumer Technology,US/California,-1,https://thriveglobal.com/careers/,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,-1,1,5;;
Instacart,https://www.instacart.com/,Consumer Technology,US/California,-1,https://instacart.careers/current-openings/,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E+,-1,1,5;;
Otter.ai,https://otter.ai,Enterprise Technology,US/California,-1,https://otter.ai/careers,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,-1,1,5;;
Daily Harvest,https://www.daily-harvest.com/,Consumer Technology,US/New York,-1,https://get.daily-harvest.com/join-our-team/,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,-1,1,5;;
Attivo Partners,https://www.attivopartners.com/careers,Other,US/California,At HQ (as listed above),https://jobs.lever.co/attivopartners,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seed,50 ,1,5;;
Underscore.vc,www.underscore.vc,Enterprise Technology,US/Massachusetts,At HQ (as listed above),https://www.underscore.vc/lead-content-producer,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,50 ,1,5;;
"Genoa Telepsychiatry,http://genoatelepsychiatry.com/,Healthcare,US/New York,""Remote (post COVID-19), At HQ (as listed above)"",https://genoatelepsychiatry.com/join-our-team/,-1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,-1,-1,1,5";;
"WFG - Transamerica,tfaconnect.com,Other,US/California,""Remote (post COVID-19), At HQ (as listed above)"",-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,500 ,1,5";;
Jefferies,-1,Enterprise Technology,US/California,At HQ (as listed above),-1,-1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,B,500 ,1,5;;
"Fairmarkit,www.fairmarkit.com,Enterprise Technology,US/Massachusetts,""Remote (post COVID-19), At HQ (as listed above)"",-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,A,100 ,6,10";;
Presidential Innovation Fellows,https://presidentialinnovationfellows.gov/apply/,Other,US/Washington D.C.,At HQ (as listed above),https://presidentialinnovationfellows.gov/apply/,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1;;
"Carry1st,www.carry1st.com,Consumer Technology,South Africa,""Remote (post COVID-19), At HQ (as listed above)"",https://apply.workable.com/carry1st/,-1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,Seed,50 ,1,5";;
